,Unnamed: 0,Game_ID,Home_ID,Away_ID,Attendance,Points_Home,Points_Away,Fouls_Home,Fouls_Away,Referee_1,Referee_2,Referee_3,Home_Team,Away_Team
293,293,21900297,1610612749,1610612752,17385.0,132,88,23,21,2715,1626300,101283,Milwaukee Bucks,New York Knicks
294,294,21900295,1610612737,1610612744,14278.0,104,79,12,20,202053,1626301,1199,Atlanta Hawks,Golden State Warriors
295,295,21900298,1610612758,1610612741,17257.0,106,113,26,20,2529,202037,200834,Sacramento Kings,Chicago Bulls
296,296,21900293,1610612766,1610612756,11221.0,104,109,23,21,1627541,202027,2714,Charlotte Hornets,Phoenix Suns
297,297,21900296,1610612763,1610612754,11919.0,104,117,20,22,1627964,1174,202026,Memphis Grizzlies,Indiana Pacers
298,298,21900303,1610612759,1610612745,18354.0,135,133,27,30,1148,1628951,202041,San Antonio Spurs,Houston Rockets
299,299,21900305,1610612746,1610612757,19068.0,117,97,15,23,1627962,2002,1162,Los Angeles Clippers,Portland Trail Blazers
300,300,21900299,1610612739,1610612765,17504.0,94,127,11,16,2534,202007,1627519,Cleveland Cavaliers,Detroit Pistons
301,301,21900304,1610612743,1610612747,19658.0,96,105,25,23,1628159,202058,1193,Denver Nuggets,Los Angeles Lakers
302,302,21900300,1610612764,1610612753,13159.0,120,127,23,18,201638,201639,202035,Washington Wizards,Orlando Magic
303,303,21900301,1610612761,1610612748,19800.0,110,121,20,27,201640,201245,1627534,Toronto Raptors,Miami Heat
304,304,21900302,1610612740,1610612742,14664.0,97,118,19,14,204059,200833,1146,New Orleans Pelicans,Dallas Mavericks
305,305,21900311,1610612741,1610612763,15017.0,106,99,22,28,1199,202049,1628481,Chicago Bulls,Memphis Grizzlies
306,306,21900310,1610612738,1610612748,19156.0,112,93,20,25,1204,202026,2882,Boston Celtics,Miami Heat
307,307,21900308,1610612753,1610612756,15176.0,128,114,19,20,2004,202056,1151,Orlando Magic,Phoenix Suns
308,308,21900307,1610612765,1610612749,15742.0,103,127,19,18,2005,202053,2003,Detroit Pistons,Milwaukee Bucks
309,309,21900315,1610612757,1610612758,19393.0,127,116,18,17,202058,1628159,201246,Portland Trail Blazers,Sacramento Kings
310,310,21900314,1610612762,1610612747,18306.0,96,121,24,17,1162,2002,1627962,Utah Jazz,Los Angeles Lakers
311,311,21900309,1610612737,1610612751,15694.0,118,130,19,20,1627529,202007,2530,Atlanta Hawks,Brooklyn Nets
312,312,21900313,1610612742,1610612750,19671.0,121,114,16,21,2714,202037,1627961,Dallas Mavericks,Minnesota Timberwolves
313,313,21900306,1610612766,1610612744,14355.0,106,91,20,12,1174,1626302,1627964,Charlotte Hornets,Golden State Warriors
314,314,21900312,1610612760,1610612754,18203.0,100,107,19,21,2715,1198,1188,Oklahoma City Thunder,Indiana Pacers
315,315,21900317,1610612752,1610612743,18171.0,92,129,16,19,200833,203592,1830,New York Knicks,Denver Nuggets
316,316,21900318,1610612761,1610612745,19800.0,109,119,21,24,200834,1627541,2003,Toronto Raptors,Houston Rockets
317,317,21900316,1610612764,1610612755,16554.0,119,113,20,24,203591,1626301,2882,Washington Wizards,Philadelphia 76ers
318,318,21900319,1610612740,1610612756,15607.0,132,139,29,29,1193,1628951,1148,New Orleans Pelicans,Phoenix Suns
319,319,21900328,1610612759,1610612758,18354.0,105,104,16,20,2005,1155,2714,San Antonio Spurs,Sacramento Kings
320,320,21900325,1610612741,1610612744,18841.0,98,100,20,19,203177,2715,204058,Chicago Bulls,Golden State Warriors
321,321,21900323,1610612738,1610612743,19156.0,108,95,23,15,203593,200834,2530,Boston Celtics,Denver Nuggets
322,322,21900321,1610612739,1610612753,18446.0,87,93,19,13,1627524,101283,202026,Cleveland Cavaliers,Orlando Magic
323,323,21900324,1610612748,1610612764,19600.0,112,103,13,20,1174,2004,1188,Miami Heat,Washington Wizards
324,324,21900322,1610612765,1610612754,14894.0,108,101,17,18,1627962,1146,1626302,Detroit Pistons,Indiana Pacers
325,325,21900329,1610612757,1610612747,19912.0,113,136,25,23,101284,1201,202027,Portland Trail Blazers,Los Angeles Lakers
326,326,21900327,1610612749,1610612746,17732.0,119,91,23,19,202049,1627964,201640,Milwaukee Bucks,Los Angeles Clippers
327,327,21900320,1610612766,1610612751,15075.0,104,111,16,21,200832,202035,201639,Charlotte Hornets,Brooklyn Nets
328,328,21900326,1610612760,1610612750,18203.0,139,127,20,29,2148,1162,201637,Oklahoma City Thunder,Minnesota Timberwolves
329,329,21900332,1610612755,1610612739,20844.0,141,94,16,17,1628954,201639,201246,Philadelphia 76ers,Cleveland Cavaliers
330,330,21900331,1610612752,1610612754,19110.0,103,104,14,17,1199,1628481,202037,New York Knicks,Indiana Pacers
331,331,21900333,1610612745,1610612756,18055.0,115,109,28,25,2529,201245,1626301,Houston Rockets,Phoenix Suns
332,332,21900334,1610612762,1610612763,18306.0,126,112,25,19,1198,101284,1627529,Utah Jazz,Memphis Grizzlies
333,333,21900330,1610612742,1610612740,19456.0,130,84,17,23,1151,1628953,202007,Dallas Mavericks,New Orleans Pelicans
334,334,21900338,1610612755,1610612761,20313.0,110,104,18,22,1627963,1148,1193,Philadelphia 76ers,Toronto Raptors
335,335,21900342,1610612747,1610612750,18997.0,142,125,19,18,204059,1627541,2882,Los Angeles Lakers,Minnesota Timberwolves
336,336,21900335,1610612751,1610612743,16679.0,105,102,15,23,1188,2004,2002,Brooklyn Nets,Denver Nuggets
337,337,21900337,1610612748,1610612741,19600.0,110,105,23,31,1626300,202056,2148,Miami Heat,Chicago Bulls
338,338,21900341,1610612757,1610612760,19393.0,96,108,26,22,1627961,202053,101283,Portland Trail Blazers,Oklahoma City Thunder
339,339,21900340,1610612742,1610612758,19566.0,106,110,11,16,201638,2003,1627524,Dallas Mavericks,Sacramento Kings
340,340,21900336,1610612766,1610612737,15489.0,107,122,17,24,1155,2534,204058,Charlotte Hornets,Atlanta Hawks
341,341,21900339,1610612764,1610612746,15946.0,119,135,22,26,203593,203592,202058,Washington Wizards,Los Angeles Clippers
342,342,21900351,1610612744,1610612763,18064.0,102,110,21,20,101283,202027,1627961,Golden State Warriors,Memphis Grizzlies
343,343,21900345,1610612741,1610612761,14775.0,92,93,20,12,2534,201638,1627519,Chicago Bulls,Toronto Raptors
344,344,21900349,1610612756,1610612750,13230.0,125,109,23,23,1198,101284,1627529,Phoenix Suns,Minnesota Timberwolves
345,345,21900344,1610612738,1610612739,19156.0,110,88,19,11,1179,203592,1627963,Boston Celtics,Cleveland Cavaliers
346,346,21900346,1610612745,1610612758,18055.0,118,119,20,17,1174,202901,203591,Houston Rockets,Sacramento Kings
347,347,21900347,1610612749,1610612753,17385.0,110,101,19,18,2529,1628954,200834,Milwaukee Bucks,Orlando Magic
348,348,21900343,1610612754,1610612746,14644.0,99,110,21,16,200832,1830,1204,Indiana Pacers,Los Angeles Clippers
349,349,21900350,1610612762,1610612760,18306.0,90,104,16,20,2882,1151,1628953,Utah Jazz,Oklahoma City Thunder
350,350,21900348,1610612740,1610612765,13694.0,103,105,22,20,202049,2715,203177,New Orleans Pelicans,Detroit Pistons
351,351,21900353,1610612755,1610612743,20591.0,97,92,15,14,1628172,1162,204058,Philadelphia 76ers,Denver Nuggets
352,352,21900354,1610612748,1610612737,19600.0,135,121,17,23,2002,201245,1146,Miami Heat,Atlanta Hawks
353,353,21900355,1610612757,1610612752,19393.0,115,87,21,18,2530,1627541,204059,Portland Trail Blazers,New York Knicks
354,354,21900352,1610612766,1610612764,10626.0,114,107,26,24,1628159,200833,2715,Charlotte Hornets,Washington Wizards
355,355,21900366,1610612744,1610612752,18064.0,122,124,25,24,1628953,1198,2882,Golden State Warriors,New York Knicks
356,356,21900361,1610612741,1610612737,15084.0,136,102,25,20,200833,1179,1188,Chicago Bulls,Atlanta Hawks
357,357,21900363,1610612756,1610612763,13254.0,108,115,20,28,202053,1155,1151,Phoenix Suns,Memphis Grizzlies
358,358,21900360,1610612751,1610612766,15631.0,108,113,21,23,201246,1201,2529,Brooklyn Nets,Charlotte Hornets
359,359,21900358,1610612753,1610612747,18846.0,87,96,17,17,202037,1628159,1174,Orlando Magic,Los Angeles Lakers
360,360,21900356,1610612739,1610612745,17122.0,110,116,15,14,1626302,201640,1628172,Cleveland Cavaliers,Houston Rockets
361,361,21900364,1610612749,1610612740,17385.0,127,112,17,17,1627962,1199,200832,Milwaukee Bucks,New Orleans Pelicans
362,362,21900357,1610612754,1610612738,15637.0,122,117,18,27,1627524,2003,1193,Indiana Pacers,Boston Celtics
363,363,21900365,1610612758,1610612760,16723.0,94,93,21,16,1627534,2530,204059,Sacramento Kings,Oklahoma City Thunder
364,364,21900362,1610612750,1610612762,12369.0,116,127,19,22,1628481,101283,201639,Minnesota Timberwolves,Utah Jazz
365,365,21900359,1610612761,1610612746,20144.0,92,112,24,21,2714,203591,202007,Toronto Raptors,Los Angeles Clippers
366,366,21900368,1610612759,1610612739,18354.0,109,117,21,22,202026,2715,1627541,San Antonio Spurs,Cleveland Cavaliers
367,367,21900367,1610612738,1610612755,19156.0,109,115,25,19,2534,1627961,202041,Boston Celtics,Philadelphia 76ers
368,368,21900369,1610612765,1610612742,20064.0,111,122,16,21,203592,101284,202056,Detroit Pistons,Dallas Mavericks
369,369,21900370,1610612743,1610612757,18828.0,114,99,13,16,1626300,200834,1148,Denver Nuggets,Portland Trail Blazers
370,370,21900372,1610612755,1610612740,20620.0,116,109,24,29,201245,1188,2714,Philadelphia 76ers,New Orleans Pelicans
371,371,21900375,1610612741,1610612766,18377.0,73,83,20,16,1193,2004,202901,Chicago Bulls,Charlotte Hornets
372,372,21900371,1610612753,1610612745,16335.0,107,130,15,20,2003,203177,200832,Orlando Magic,Houston Rockets
373,373,21900374,1610612748,1610612747,20013.0,110,113,21,23,204058,201640,203591,Miami Heat,Los Angeles Lakers
374,374,21900379,1610612762,1610612744,18306.0,114,106,20,26,1155,204059,1146,Utah Jazz,Golden State Warriors
375,375,21900373,1610612737,1610612754,15121.0,100,110,20,21,201638,1627963,202027,Atlanta Hawks,Indiana Pacers
376,376,21900378,1610612758,1610612752,17583.0,101,103,18,18,1363,203593,1151,Sacramento Kings,New York Knicks
377,377,21900377,1610612750,1610612746,17585.0,117,124,26,30,1626301,1626302,2529,Minnesota Timberwolves,Los Angeles Clippers
378,378,21900376,1610612763,1610612749,16109.0,114,127,26,21,1179,202049,1201,Memphis Grizzlies,Milwaukee Bucks
379,379,21900382,1610612741,1610612746,18426.0,109,106,25,17,201245,1148,1628159,Chicago Bulls,Los Angeles Clippers
380,380,21900380,1610612756,1610612759,20013.0,119,121,24,22,1830,2002,1627964,Phoenix Suns,San Antonio Spurs
381,381,21900386,1610612745,1610612765,18055.0,107,115,19,15,2530,101283,1628954,Houston Rockets,Detroit Pistons
382,382,21900385,1610612749,1610612739,17481.0,125,108,17,19,2148,200833,202901,Milwaukee Bucks,Cleveland Cavaliers
383,383,21900384,1610612742,1610612748,20333.0,118,122,27,18,1162,200834,202035,Dallas Mavericks,Miami Heat
384,384,21900387,1610612743,1610612760,19520.0,110,102,23,23,2715,1626301,202007,Denver Nuggets,Oklahoma City Thunder
385,385,21900381,1610612761,1610612751,19800.0,110,102,23,20,202058,1627961,202026,Toronto Raptors,Brooklyn Nets
386,386,21900383,1610612763,1610612764,15631.0,128,111,24,22,1626300,202041,1627962,Memphis Grizzlies,Washington Wizards
387,387,21900393,1610612744,1610612758,18064.0,79,100,17,20,1204,1662,201639,Golden State Warriors,Sacramento Kings
388,388,21900391,1610612751,1610612755,17732.0,109,89,23,20,1628481,2882,2148,Brooklyn Nets,Philadelphia 76ers
389,389,21900389,1610612754,1610612766,16061.0,107,85,25,21,203177,202049,202053,Indiana Pacers,Charlotte Hornets
390,390,21900390,1610612737,1610612747,16962.0,96,101,27,24,2529,1201,2004,Atlanta Hawks,Los Angeles Lakers
391,391,21900392,1610612743,1610612752,18867.0,111,105,9,19,201638,1155,1146,Denver Nuggets,New York Knicks
392,392,21900388,1610612740,1610612753,15388.0,119,130,21,15,202027,204058,203591,New Orleans Pelicans,Orlando Magic
393,393,21900400,1610612756,1610612757,14193.0,110,111,21,27,1363,201639,1626301,Phoenix Suns,Portland Trail Blazers
394,394,21900396,1610612745,1610612759,18055.0,109,107,19,22,202035,1199,1193,Houston Rockets,San Antonio Spurs
395,395,21900394,1610612765,1610612764,14632.0,119,133,19,27,201640,204058,1627529,Detroit Pistons,Washington Wizards
396,396,21900398,1610612749,1610612742,17727.0,116,120,23,23,1628951,2714,202007,Milwaukee Bucks,Dallas Mavericks
397,397,21900395,1610612761,1610612739,19800.0,133,113,19,15,1174,202053,1627962,Toronto Raptors,Cleveland Cavaliers
398,398,21900397,1610612763,1610612748,14021.0,118,111,20,26,1198,1188,202058,Memphis Grizzlies,Miami Heat
399,399,21900399,1610612760,1610612741,18203.0,109,106,15,21,202056,1146,1626302,Oklahoma City Thunder,Chicago Bulls
400,400,21900403,1610612752,1610612737,18268.0,143,120,21,21,2148,2003,1628172,New York Knicks,Atlanta Hawks
401,401,21900406,1610612746,1610612756,19068.0,120,99,15,23,1155,201638,1179,Los Angeles Clippers,Phoenix Suns
402,402,21900405,1610612762,1610612753,18306.0,109,102,16,18,1662,2534,200833,Utah Jazz,Orlando Magic
403,403,21900402,1610612754,1610612747,17923.0,105,102,21,19,1148,1626300,1628481,Indiana Pacers,Los Angeles Lakers
404,404,21900401,1610612766,1610612758,13229.0,110,102,18,22,203591,201245,202027,Charlotte Hornets,Sacramento Kings
405,405,21900404,1610612740,1610612751,15177.0,101,108,19,22,1204,202041,2002,New Orleans Pelicans,Brooklyn Nets
406,406,21900410,1610612755,1610612748,20715.0,104,108,17,14,203593,101284,202007,Philadelphia 76ers,Miami Heat
407,407,21900407,1610612739,1610612766,17023.0,100,98,21,20,200832,2882,1627963,Cleveland Cavaliers,Charlotte Hornets
408,408,21900408,1610612765,1610612761,15319.0,99,112,17,20,1198,1628953,1199,Detroit Pistons,Toronto Raptors
409,409,21900415,1610612757,1610612744,19393.0,122,112,22,23,2534,200833,201638,Portland Trail Blazers,Golden State Warriors
410,410,21900413,1610612742,1610612738,20181.0,103,109,20,21,202026,202056,1146,Dallas Mavericks,Boston Celtics
411,411,21900414,1610612743,1610612753,18182.0,113,104,17,19,1193,1628159,201639,Denver Nuggets,Orlando Magic
412,412,21900411,1610612750,1610612740,12490.0,99,107,18,19,201246,2005,1174,Minnesota Timberwolves,New Orleans Pelicans
413,413,21900409,1610612764,1610612741,14987.0,109,110,20,24,2530,202053,1628954,Washington Wizards,Chicago Bulls
414,414,21900412,1610612760,1610612763,18203.0,126,122,16,25,1162,2002,1628951,Oklahoma City Thunder,Memphis Grizzlies
415,415,21900418,1610612759,1610612751,18354.0,118,105,19,21,1662,1151,1627524,San Antonio Spurs,Brooklyn Nets
416,416,21900419,1610612746,1610612745,19068.0,117,122,24,20,201640,204058,202037,Los Angeles Clippers,Houston Rockets
417,417,21900417,1610612749,1610612747,18051.0,111,104,25,24,1830,204059,201245,Milwaukee Bucks,Los Angeles Lakers
418,418,21900416,1610612737,1610612762,16739.0,106,111,27,17,1148,1204,202007,Atlanta Hawks,Utah Jazz
419,419,21900425,1610612755,1610612742,20778.0,98,117,16,17,1155,1174,1198,Philadelphia 76ers,Dallas Mavericks
420,420,21900429,1610612744,1610612740,18064.0,106,102,24,19,1627964,1179,2534,Golden State Warriors,New Orleans Pelicans
421,421,21900422,1610612738,1610612765,19156.0,114,93,19,16,1626301,202058,1626302,Boston Celtics,Detroit Pistons
422,422,21900420,1610612739,1610612763,19432.0,114,107,12,17,201246,202901,1146,Cleveland Cavaliers,Memphis Grizzlies
423,423,21900424,1610612748,1610612752,19704.0,129,114,22,25,2882,202053,1627961,Miami Heat,New York Knicks
424,424,21900428,1610612757,1610612753,19393.0,118,103,24,16,201640,202037,202035,Portland Trail Blazers,Orlando Magic
425,425,21900421,1610612754,1610612758,14649.0,119,105,15,15,2005,101284,203593,Indiana Pacers,Sacramento Kings
426,426,21900427,1610612743,1610612750,19520.0,109,100,22,15,202026,1162,1628951,Denver Nuggets,Minnesota Timberwolves
427,427,21900423,1610612761,1610612764,19800.0,122,118,25,28,203592,1628172,2148,Toronto Raptors,Washington Wizards
428,428,21900426,1610612760,1610612756,18203.0,126,108,23,29,1628159,202027,202049,Oklahoma City Thunder,Phoenix Suns
429,429,21900433,1610612755,1610612764,20529.0,125,108,26,21,2003,1627541,202058,Philadelphia 76ers,Washington Wizards
430,430,21900436,1610612759,1610612746,18354.0,109,134,20,19,2002,203591,2529,San Antonio Spurs,Los Angeles Clippers
431,431,21900434,1610612752,1610612749,18124.0,102,123,27,16,201637,2004,203592,New York Knicks,Milwaukee Bucks
432,432,21900437,1610612756,1610612745,16061.0,125,139,18,23,203177,1162,202026,Phoenix Suns,Houston Rockets
433,433,21900431,1610612751,1610612737,16496.0,122,112,18,22,201245,1155,1199,Brooklyn Nets,Atlanta Hawks
434,434,21900432,1610612765,1610612741,15948.0,107,119,20,13,1151,1204,201638,Detroit Pistons,Chicago Bulls
435,435,21900438,1610612757,1610612750,19393.0,113,106,21,18,1188,1830,204058,Portland Trail Blazers,Minnesota Timberwolves
436,436,21900430,1610612766,1610612762,16187.0,107,114,25,27,202041,1626300,1627962,Charlotte Hornets,Utah Jazz
437,437,21900435,1610612763,1610612758,15603.0,119,115,16,23,202007,1148,1628954,Memphis Grizzlies,Sacramento Kings
438,438,21900443,1610612747,1610612743,18997.0,104,128,25,19,201640,202027,1627964,Los Angeles Lakers,Denver Nuggets
439,439,21900440,1610612738,1610612766,19156.0,119,93,24,17,204059,201639,1627524,Boston Celtics,Charlotte Hornets
440,440,21900441,1610612749,1610612754,18029.0,117,89,7,15,1628172,201246,2534,Milwaukee Bucks,Indiana Pacers
441,441,21900439,1610612761,1610612742,19800.0,110,107,21,22,2005,2530,1626301,Toronto Raptors,Dallas Mavericks
442,442,21900442,1610612760,1610612746,18203.0,118,112,20,23,2148,203593,202053,Oklahoma City Thunder,Los Angeles Clippers
443,443,21900454,1610612744,1610612750,18064.0,113,104,27,18,202037,203177,201640,Golden State Warriors,Minnesota Timberwolves
444,444,21900447,1610612752,1610612764,19413.0,115,121,25,12,1662,1148,202901,New York Knicks,Washington Wizards
445,445,21900451,1610612756,1610612743,16041.0,111,113,19,24,1188,2529,204058,Phoenix Suns,Denver Nuggets
446,446,21900448,1610612753,1610612741,18846.0,103,95,15,17,2882,101283,1627963,Orlando Magic,Chicago Bulls
447,447,21900444,1610612739,1610612737,18007.0,121,118,16,20,1198,1626301,202041,Cleveland Cavaliers,Atlanta Hawks
448,448,21900449,1610612748,1610612762,19890.0,107,104,16,21,202049,2003,201638,Miami Heat,Utah Jazz
449,449,21900445,1610612765,1610612755,16476.0,109,125,14,21,2530,201246,1627524,Detroit Pistons,Philadelphia 76ers
450,450,21900452,1610612757,1610612740,19499.0,94,102,17,19,202026,1628951,1162,Portland Trail Blazers,New Orleans Pelicans
451,451,21900446,1610612754,1610612761,17164.0,120,115,22,22,1155,1151,203591,Indiana Pacers,Toronto Raptors
452,452,21900453,1610612758,1610612745,17583.0,104,113,24,22,1830,1193,1627964,Sacramento Kings,Houston Rockets
453,453,21900450,1610612763,1610612759,16776.0,115,145,19,14,201245,1199,1628953,Memphis Grizzlies,San Antonio Spurs
454,454,21900456,1610612755,1610612749,21028.0,121,109,12,15,2002,1626302,1146,Philadelphia 76ers,Milwaukee Bucks
455,455,21900457,1610612744,1610612745,18064.0,116,104,18,25,203592,2529,2714,Golden State Warriors,Houston Rockets
456,456,21900458,1610612747,1610612746,18997.0,106,111,23,17,200834,1162,1193,Los Angeles Lakers,Los Angeles Clippers
457,457,21900459,1610612743,1610612740,19520.0,100,112,15,14,201245,202058,1830,Denver Nuggets,New Orleans Pelicans
458,458,21900455,1610612761,1610612738,19800.0,102,118,13,22,101284,2004,1198,Toronto Raptors,Boston Celtics
459,459,21900461,1610612751,1610612752,17732.0,82,94,19,27,2534,1627962,202007,Brooklyn Nets,New York Knicks
460,460,21900460,1610612765,1610612764,17188.0,132,102,23,25,101284,1627519,204059,Detroit Pistons,Washington Wizards
461,461,21900465,1610612762,1610612757,18306.0,121,115,18,21,202027,2882,203592,Utah Jazz,Portland Trail Blazers
462,462,21900464,1610612758,1610612750,17583.0,104,105,23,20,200834,202901,2714,Sacramento Kings,Minnesota Timberwolves
463,463,21900463,1610612742,1610612759,20427.0,102,98,11,16,1627524,2715,200833,Dallas Mavericks,San Antonio Spurs
464,464,21900462,1610612760,1610612763,18203.0,97,110,14,14,200832,1179,1204,Oklahoma City Thunder,Memphis Grizzlies
465,465,21900471,1610612744,1610612756,18064.0,105,96,17,21,202058,1627963,2003,Golden State Warriors,Phoenix Suns
466,466,21900466,1610612738,1610612739,19156.0,129,117,23,17,201640,202035,1626300,Boston Celtics,Cleveland Cavaliers
467,467,21900468,1610612753,1610612755,17311.0,98,97,21,22,1627964,202026,202049,Orlando Magic,Philadelphia 76ers
468,468,21900470,1610612748,1610612754,19767.0,113,112,12,16,1626302,1627534,2530,Miami Heat,Indiana Pacers
469,469,21900469,1610612737,1610612749,17358.0,86,112,18,13,1155,201639,202037,Atlanta Hawks,Milwaukee Bucks
470,470,21900467,1610612766,1610612760,18418.0,102,104,27,23,202056,2002,2004,Charlotte Hornets,Oklahoma City Thunder
471,471,21900482,1610612744,1610612742,18064.0,121,141,19,17,1628172,1199,200834,Golden State Warriors,Dallas Mavericks
472,472,21900481,1610612759,1610612765,18524.0,136,109,20,15,202007,1628951,1179,San Antonio Spurs,Detroit Pistons
473,473,21900477,1610612741,1610612737,21496.0,116,81,15,16,202027,2002,1628953,Chicago Bulls,Atlanta Hawks
474,474,21900473,1610612738,1610612761,19156.0,97,113,17,32,201245,1627962,1146,Boston Celtics,Toronto Raptors
475,475,21900485,1610612746,1610612762,19068.0,107,120,18,20,1627963,200832,1148,Los Angeles Clippers,Utah Jazz
476,476,21900478,1610612745,1610612751,18306.0,108,98,15,15,1626302,2715,1627541,Houston Rockets,Brooklyn Nets
477,477,21900475,1610612748,1610612755,19865.0,117,116,21,24,2005,203591,201639,Miami Heat,Philadelphia 76ers
478,478,21900484,1610612757,1610612747,19960.0,120,128,22,25,202901,2003,202058,Portland Trail Blazers,Los Angeles Lakers
479,479,21900480,1610612749,1610612753,17920.0,111,100,13,17,204058,1151,1626301,Milwaukee Bucks,Orlando Magic
480,480,21900483,1610612758,1610612756,17583.0,110,112,16,21,201246,203592,2148,Sacramento Kings,Phoenix Suns
481,481,21900479,1610612750,1610612739,15411.0,88,94,29,21,101283,202053,1204,Minnesota Timberwolves,Cleveland Cavaliers
482,482,21900472,1610612743,1610612763,19697.0,119,110,20,24,203593,2882,202041,Denver Nuggets,Memphis Grizzlies
483,483,21900476,1610612764,1610612752,19033.0,100,107,22,25,1155,202026,202049,Washington Wizards,New York Knicks
484,484,21900474,1610612740,1610612754,15391.0,120,98,18,16,1193,200833,2714,New Orleans Pelicans,Indiana Pacers
485,485,21900490,1610612747,1610612742,18997.0,108,95,23,23,200832,203593,202041,Los Angeles Lakers,Dallas Mavericks
486,486,21900489,1610612743,1610612758,19520.0,120,115,18,26,1201,101283,204059,Denver Nuggets,Sacramento Kings
487,487,21900486,1610612761,1610612760,19800.0,97,98,20,14,2529,202035,1662,Toronto Raptors,Oklahoma City Thunder
488,488,21900487,1610612763,1610612766,16842.0,117,104,20,19,202037,1627534,201640,Memphis Grizzlies,Charlotte Hornets
489,489,21900488,1610612740,1610612745,17712.0,127,112,17,16,1627961,2004,202007,New Orleans Pelicans,Houston Rockets
490,490,21900493,1610612741,1610612749,21954.0,102,123,20,17,1627964,2530,203591,Chicago Bulls,Milwaukee Bucks
491,491,21900491,1610612753,1610612737,17784.0,93,101,17,20,2715,1626302,1627961,Orlando Magic,Atlanta Hawks
492,492,21900496,1610612757,1610612756,19896.0,116,122,19,17,202053,1628172,1148,Portland Trail Blazers,Phoenix Suns
493,493,21900495,1610612762,1610612765,18306.0,104,81,21,20,200834,202901,1199,Utah Jazz,Detroit Pistons
494,494,21900494,1610612750,1610612751,15824.0,122,115,22,25,203592,200833,1151,Minnesota Timberwolves,Brooklyn Nets
495,495,21900492,1610612764,1610612748,20476.0,123,105,27,22,1628481,202027,1162,Washington Wizards,Miami Heat
496,496,21900502,1610612759,1610612744,18354.0,117,113,18,14,1627534,202026,2882,San Antonio Spurs,Golden State Warriors
497,497,21900501,1610612745,1610612743,18055.0,130,104,17,22,201640,202056,1662,Houston Rockets,Denver Nuggets
498,498,21900498,1610612754,1610612755,17923.0,115,97,16,22,1201,2529,101283,Indiana Pacers,Philadelphia 76ers
499,499,21900499,1610612758,1610612746,16231.0,87,105,23,17,202041,1204,202037,Sacramento Kings,Los Angeles Clippers
500,500,21900497,1610612766,1610612738,19216.0,92,109,16,16,1628953,204058,2148,Charlotte Hornets,Boston Celtics
501,501,21900500,1610612761,1610612739,19800.0,117,97,15,19,201638,1628954,201639,Toronto Raptors,Cleveland Cavaliers
502,502,21900503,1610612760,1610612742,18203.0,106,101,21,24,101284,203177,204059,Oklahoma City Thunder,Dallas Mavericks
503,503,21900507,1610612747,1610612756,18997.0,117,107,17,28,1628159,201246,1199,Los Angeles Lakers,Phoenix Suns
504,504,21900505,1610612752,1610612757,19812.0,117,93,14,11,1628951,1174,1193,New York Knicks,Portland Trail Blazers
505,505,21900506,1610612749,1610612750,17819.0,106,104,22,25,1627963,202007,1148,Milwaukee Bucks,Minnesota Timberwolves
506,506,21900504,1610612764,1610612753,14921.0,101,122,23,21,2004,1627962,2005,Washington Wizards,Orlando Magic
507,507,21900514,1610612759,1610612760,18354.0,103,109,22,14,202041,201638,1627964,San Antonio Spurs,Oklahoma City Thunder
508,508,21900511,1610612741,1610612762,19398.0,98,102,15,17,1201,101283,202058,Chicago Bulls,Utah Jazz
509,509,21900516,1610612746,1610612765,19068.0,126,112,22,23,101284,201246,1626300,Los Angeles Clippers,Detroit Pistons
510,510,21900508,1610612739,1610612766,17859.0,106,109,22,15,200834,203177,2529,Cleveland Cavaliers,Charlotte Hornets
511,511,21900510,1610612748,1610612761,19939.0,84,76,13,12,2715,1627541,2002,Miami Heat,Toronto Raptors
512,512,21900509,1610612754,1610612743,16688.0,116,124,21,21,202035,200832,2148,Indiana Pacers,Denver Nuggets
513,513,21900513,1610612742,1610612751,20289.0,123,111,21,21,1627529,2882,202027,Dallas Mavericks,Brooklyn Nets
514,514,21900515,1610612758,1610612763,17351.0,128,123,24,25,2530,202049,1628159,Sacramento Kings,Memphis Grizzlies
515,515,21900512,1610612750,1610612744,15477.0,99,84,20,20,204059,1155,1146,Minnesota Timberwolves,Golden State Warriors
516,516,21900522,1610612747,1610612740,18997.0,123,113,14,20,202049,2530,1626300,Los Angeles Lakers,New Orleans Pelicans
517,517,21900521,1610612756,1610612752,18055.0,120,112,25,26,1662,1204,101284,Phoenix Suns,New York Knicks
518,518,21900517,1610612738,1610612737,19156.0,109,106,16,24,202053,2004,2005,Boston Celtics,Atlanta Hawks
519,519,21900518,1610612753,1610612748,17198.0,105,85,17,20,1151,203592,202056,Orlando Magic,Miami Heat
520,520,21900520,1610612745,1610612755,18055.0,118,108,24,22,203591,202026,1162,Houston Rockets,Philadelphia 76ers
521,521,21900519,1610612764,1610612757,17945.0,103,122,28,21,2148,1627961,201245,Washington Wizards,Portland Trail Blazers
522,522,21900532,1610612744,1610612765,18064.0,104,111,19,25,202027,1201,202037,Golden State Warriors,Detroit Pistons
523,523,21900529,1610612741,1610612738,21130.0,104,111,22,22,203592,1626302,202041,Chicago Bulls,Boston Celtics
524,524,21900524,1610612751,1610612761,17732.0,102,121,24,25,1628172,201640,204058,Brooklyn Nets,Toronto Raptors
