,Game_ID,Home_ID,Away_ID,Attendance,Points_Home,Points_Away,Fouls_Home,Fouls_Away,Referee_1,Referee_2,Referee_3,Off_Rating_Home,Off_Rating_Away
204,0021900212,1610612746,1610612738,19068,107,104,18,22,200833,1830,202007,100.0,97.2
205,0021900206,1610612748,1610612739,19600,124,100,20,23,201637,2004,1199,121.6,98.0
206,0021900204,1610612737,1610612749,16441,127,135,26,25,201640,1626300,203591,112.4,120.5
207,0021900208,1610612742,1610612744,19569,142,94,21,16,1155,2530,202053,142.0,94.0
208,0021900211,1610612743,1610612745,17778,105,95,21,22,1627962,201639,1179,108.2,97.9
209,0021900210,1610612750,1610612762,13177,95,103,20,21,204059,1628954,2882,97.9,107.3
210,0021900203,1610612764,1610612759,14579,138,132,20,13,2005,202058,1628159,131.4,123.4
211,0021900207,1610612761,1610612753,19800,113,97,21,16,202901,2148,2534,116.5,99.0
212,0021900214,1610612756,1610612740,13903,121,124,19,25,202027,200833,201639,117.5,119.2
213,0021900213,1610612749,1610612757,17385,137,129,20,27,1626302,101284,202041,126.9,121.7
214,0021900218,1610612755,1610612759,20927,115,104,21,15,2148,201245,2534,116.2,105.1
215,0021900219,1610612741,1610612748,18953,108,116,24,17,1162,203593,202053,109.1,117.2
216,0021900217,1610612751,1610612758,15619,116,97,18,25,201246,201640,202056,116.0,96.0
217,0021900224,1610612746,1610612745,19068,122,119,32,27,1201,201638,2715,114.0,110.2
218,0021900215,1610612765,1610612737,15399,128,103,17,18,202041,1628159,200832,129.3,105.1
219,0021900223,1610612762,1610612744,18306,113,109,14,18,1151,202007,202035,111.9,107.9
220,0021900221,1610612742,1610612739,19639,143,101,18,15,1627524,1626300,1179,150.5,105.2
221,0021900222,1610612743,1610612738,19520,96,92,17,19,2002,1146,1626301,98.0,93.9
222,0021900216,1610612764,1610612766,15053,125,118,13,18,1628951,101283,204058,117.9,111.3
223,0021900220,1610612760,1610612747,18203,127,130,23,20,203591,2530,1155,123.3,123.8
224,0021900230,1610612755,1610612748,21017,113,86,27,16,1627529,101283,2529,117.7,90.5
225,0021900229,1610612752,1610612759,19320,104,111,22,17,1193,1148,1628172,103.0,109.9
226,0021900231,1610612739,1610612757,19432,110,104,14,20,1628951,204058,2003,112.2,107.2
227,0021900233,1610612749,1610612765,17585,104,90,14,18,1162,203593,2004,102.0,89.1
228,0021900234,1610612762,1610612740,18306,128,120,21,24,1204,2715,201638,120.8,111.1
229,0021900227,1610612754,1610612753,16446,111,106,14,16,200833,101284,1188,113.3,108.2
230,0021900228,1610612737,1610612761,16931,116,119,27,16,202037,1627964,1174,114.9,119.0
231,0021900225,1610612750,1610612756,17362,98,100,23,17,202026,1199,1628481,96.1,99.0
232,0021900226,1610612766,1610612741,17891,115,116,17,20,201245,202058,1627962,117.3,119.6
233,0021900232,1610612763,1610612747,17794,108,109,19,14,2714,1626302,1628954,110.2,109.0
234,0021900236,1610612752,1610612751,18770,101,103,29,16,1627541,200834,202049,106.3,108.4
235,0021900239,1610612746,1610612740,19068,134,109,21,26,1146,1179,1626301,131.4,106.9
236,0021900235,1610612745,1610612742,18055,123,137,26,22,2002,203591,2882,112.8,124.5
237,0021900238,1610612743,1610612756,19520,116,104,16,18,1151,202035,202007,126.1,111.8
238,0021900237,1610612764,1610612758,15885,106,113,23,17,1155,2148,204059,105.0,111.9
239,0021900250,1610612744,1610612760,18064,97,100,17,16,1146,201638,1626301,99.0,104.2
240,0021900249,1610612759,1610612747,18498,104,114,22,18,2715,1626300,200832,113.0,121.3
241,0021900247,1610612741,1610612757,18776,94,117,20,20,1174,101283,1627964,94.0,115.8
242,0021900244,1610612738,1610612758,19156,103,102,16,18,2529,201245,202901,114.4,112.1
243,0021900240,1610612739,1610612751,17143,106,108,14,21,1188,1193,202041,111.6,113.7
244,0021900245,1610612748,1610612766,19600,117,100,23,24,1628954,2714,1198,119.4,104.2
245,0021900241,1610612765,1610612753,14695,103,88,20,21,202027,1627963,204059,109.6,91.7
246,0021900248,1610612749,1610612762,17385,122,118,15,23,2534,202026,201637,120.8,115.7
247,0021900242,1610612754,1610612763,15141,126,114,11,16,202037,1148,203593,123.5,114.0
248,0021900243,1610612737,1610612750,16218,113,125,25,25,203592,2004,201246,107.6,119.0
249,0021900246,1610612761,1610612755,19800,101,96,18,20,101284,202049,202056,107.4,102.1
250,0021900251,1610612742,1610612746,20407,99,114,21,27,200833,101283,204058,93.4,106.5
251,0021900252,1610612743,1610612764,18673,117,104,20,22,1204,2003,202053,107.3,94.5
252,0021900257,1610612755,1610612758,20592,97,91,12,19,202007,202058,1627962,98.0,91.9
253,0021900266,1610612744,1610612741,18064,104,90,17,20,1626302,1628159,2003,104.0,90.9
254,0021900262,1610612759,1610612750,18354,101,113,18,19,1627524,2530,204058,101.0,110.8
255,0021900263,1610612756,1610612764,14123,132,140,21,20,1146,2004,1201,123.4,130.8
256,0021900253,1610612738,1610612751,19156,121,110,17,22,1148,1198,1627964,118.6,108.9
257,0021900259,1610612745,1610612748,18055,117,108,22,24,202041,200832,1627961,112.5,105.9
258,0021900255,1610612739,1610612753,17712,104,116,15,22,202049,1162,202056,100.0,111.5
259,0021900265,1610612757,1610612760,19870,136,119,32,21,1179,200834,1627963,133.3,115.5
260,0021900261,1610612749,1610612737,17525,111,102,23,25,1193,201639,1627534,111.0,101.0
261,0021900256,1610612754,1610612762,17027,121,102,19,21,201245,1151,1628953,119.8,101.0
262,0021900254,1610612766,1610612765,15535,102,101,18,18,1199,202026,202037,113.3,113.5
263,0021900258,1610612761,1610612752,19800,126,98,18,17,1155,202027,204059,131.3,102.1
264,0021900260,1610612763,1610612746,16721,119,121,22,24,201640,1626300,201246,111.2,112.0
265,0021900264,1610612740,1610612747,18626,110,114,23,24,2534,203592,2002,106.8,112.9
266,0021900276,1610612759,1610612746,18354,107,97,15,17,101284,202053,1628481,104.9,95.1
267,0021900279,1610612747,1610612764,18997,125,103,20,23,1179,1627963,201246,115.7,94.5
268,0021900271,1610612752,1610612755,18109,95,101,33,23,1198,2882,1626301,100.0,105.2
269,0021900277,1610612756,1610612742,18055,113,120,29,24,2003,200834,1628159,113.0,118.8
270,0021900267,1610612751,1610612738,17732,112,107,24,14,1155,1199,201638,107.7,103.9
271,0021900269,1610612753,1610612761,17014,83,90,19,20,2530,1628172,1193,85.6,91.8
272,0021900270,1610612739,1610612749,19432,110,119,22,15,1628953,2714,202027,110.0,119.0
273,0021900273,1610612748,1610612744,19600,122,105,30,23,203592,1151,2715,123.2,105.0
274,0021900268,1610612765,1610612766,15006,107,110,16,17,202035,204058,1830,120.2,125.0
275,0021900278,1610612757,1610612741,20139,107,103,21,22,2004,2148,1204,108.1,103.0
276,0021900272,1610612754,1610612737,15827,105,104,20,27,201640,2002,202901,95.5,94.5
277,0021900274,1610612763,1610612762,16605,94,103,17,15,203591,2529,200832,96.9,107.3
278,0021900275,1610612760,1610612740,18203,109,104,17,12,1174,1627962,1626300,104.8,101.0
279,0021900281,1610612755,1610612754,20517,119,116,16,24,1627541,1146,201638,117.8,114.9
280,0021900282,1610612745,1610612737,18055,158,111,23,23,1188,101284,202026,147.7,105.7
281,0021900283,1610612749,1610612766,17550,137,96,13,18,204059,202058,200833,135.6,95.0
282,0021900280,1610612758,1610612743,17583,100,97,23,21,1626302,202041,1201,99.0,94.2
283,0021900287,1610612747,1610612742,18997,100,114,14,20,2148,2529,1204,101.0,112.9
284,0021900285,1610612752,1610612738,18005,104,113,25,28,201639,2005,1628953,106.1,114.1
285,0021900284,1610612751,1610612748,17026,106,109,21,17,202053,2534,201637,107.1,110.1
286,0021900292,1610612746,1610612764,19068,150,125,25,29,200834,1626302,202041,130.4,108.7
287,0021900290,1610612753,1610612744,15052,100,96,20,17,1198,1627961,1148,104.2,100.0
288,0021900288,1610612765,1610612759,14270,132,98,14,15,202056,1162,101283,133.3,97.0
289,0021900286,1610612750,1610612763,12276,107,115,21,26,1628951,2003,2004,100.9,108.5
290,0021900291,1610612761,1610612762,18132,130,110,24,17,202035,204058,1830,125.0,106.8
291,0021900289,1610612740,1610612760,15427,104,107,22,14,1155,1151,2882,107.2,111.5
292,0021900294,1610612755,1610612762,20208,103,94,22,26,201640,202049,203593,99.0,91.3
293,0021900297,1610612749,1610612752,17385,132,88,23,21,2715,1626300,101283,130.7,86.3
294,0021900295,1610612737,1610612744,14278,104,79,12,20,1199,1626301,202053,109.5,82.3
295,0021900298,1610612758,1610612741,17257,106,113,26,20,202037,200834,2529,106.0,114.1
296,0021900293,1610612766,1610612756,11221,104,109,23,21,1627541,202027,2714,104.0,107.9
297,0021900296,1610612763,1610612754,11919,104,117,20,22,202026,1627964,1174,105.1,117.0
298,0021900303,1610612759,1610612745,18354,135,133,27,30,1628951,202041,1148,109.8,107.3
299,0021900305,1610612746,1610612757,19068,117,97,15,23,1627962,1162,2002,118.2,96.0
300,0021900299,1610612739,1610612765,17504,94,127,11,16,2534,202007,1627519,100.0,132.3
301,0021900304,1610612743,1610612747,19658,96,105,25,23,202058,1628159,1193,96.0,104.0
302,0021900300,1610612764,1610612753,13159,120,127,23,18,201639,202035,201638,116.5,121.0
303,0021900301,1610612761,1610612748,19800,110,121,20,27,201245,1627534,201640,100.9,110.0
304,0021900302,1610612740,1610612742,14664,97,118,19,14,1146,204059,200833,96.0,118.0
305,0021900311,1610612741,1610612763,15017,106,99,22,28,1199,202049,1628481,103.9,99.0
306,0021900310,1610612738,1610612748,19156,112,93,20,25,1204,202026,2882,117.9,97.9
307,0021900308,1610612753,1610612756,15176,128,114,19,20,1151,2004,202056,130.6,117.5
308,0021900307,1610612765,1610612749,15742,103,127,19,18,2005,202053,2003,99.0,121.0
309,0021900315,1610612757,1610612758,19393,127,116,18,17,1628159,202058,201246,124.5,116.0
310,0021900314,1610612762,1610612747,18306,96,121,24,17,1162,2002,1627962,97.0,122.2
311,0021900309,1610612737,1610612751,15694,118,130,19,20,2530,202007,1627529,114.6,127.5
312,0021900313,1610612742,1610612750,19671,121,114,16,21,2714,202037,1627961,124.7,118.8
313,0021900306,1610612766,1610612744,14355,106,91,20,12,1174,1626302,1627964,114.0,97.8
314,0021900312,1610612760,1610612754,18203,100,107,19,21,2715,1188,1198,111.1,118.9
315,0021900317,1610612752,1610612743,18171,92,129,16,19,203592,1830,200833,92.0,130.3
316,0021900316,1610612764,1610612755,16554,119,113,20,24,203591,1626301,2882,116.7,109.7
317,0021900318,1610612761,1610612745,19800,109,119,21,24,200834,1627541,2003,105.8,115.5
318,0021900319,1610612740,1610612756,15607,132,139,29,29,1193,1628951,1148,112.8,119.8
319,0021900328,1610612759,1610612758,18354,105,104,16,20,2005,1155,2714,100.0,99.0
320,0021900325,1610612741,1610612744,18841,98,100,20,19,204058,2715,203177,105.4,106.4
321,0021900323,1610612738,1610612743,19156,108,95,23,15,203593,200834,2530,113.7,99.0
322,0021900321,1610612739,1610612753,18446,87,93,19,13,202026,1627524,101283,92.6,98.9
323,0021900324,1610612748,1610612764,19600,112,103,13,20,2004,1188,1174,116.7,107.3
324,0021900329,1610612757,1610612747,19912,113,136,25,23,202027,101284,1201,104.6,127.1
325,0021900322,1610612765,1610612754,14894,108,101,17,18,1626302,1627962,1146,111.3,104.1
326,0021900327,1610612749,1610612746,17732,119,91,23,19,202049,1627964,201640,113.3,85.8
327,0021900320,1610612766,1610612751,15075,104,111,16,21,200832,202035,201639,109.5,114.4
328,0021900326,1610612760,1610612750,18203,139,127,20,29,2148,1162,201637,128.7,121.0
329,0021900332,1610612755,1610612739,20844,141,94,16,17,201639,1628954,201246,138.2,94.0
330,0021900331,1610612752,1610612754,19110,103,104,14,17,1199,1628481,202037,104.0,105.1
331,0021900333,1610612745,1610612756,18055,115,109,28,25,2529,201245,1626301,106.5,101.9
332,0021900334,1610612762,1610612763,18306,126,112,25,19,1198,1627529,101284,124.8,110.9
333,0021900330,1610612742,1610612740,19456,130,84,17,23,1151,1628953,202007,127.5,80.8
334,0021900338,1610612755,1610612761,20313,110,104,18,22,1627963,1193,1148,110.0,104.0
335,0021900342,1610612747,1610612750,18997,142,125,19,18,2882,204059,1627541,137.9,120.2
336,0021900335,1610612751,1610612743,16679,105,102,15,23,2002,1188,2004,108.2,105.2
337,0021900337,1610612748,1610612741,19600,110,105,23,31,1626300,202056,2148,108.9,104.0
338,0021900341,1610612757,1610612760,19393,96,108,26,22,1627961,202053,101283,101.1,113.7
339,0021900340,1610612742,1610612758,19566,106,110,11,16,201638,2003,1627524,116.5,123.6
340,0021900339,1610612764,1610612746,15946,119,135,22,26,203593,203592,202058,115.5,131.1
341,0021900336,1610612766,1610612737,15489,107,122,17,24,1155,2534,204058,110.3,124.5
342,0021900351,1610612744,1610612763,18064,102,110,21,20,101283,1627961,202027,96.2,102.8
343,0021900345,1610612741,1610612761,14775,92,93,20,12,2534,201638,1627519,91.1,91.2
344,0021900349,1610612756,1610612750,13230,125,109,23,23,1198,101284,1627529,125.0,109.0
345,0021900344,1610612738,1610612739,19156,110,88,19,11,1179,203592,1627963,118.3,93.6
346,0021900346,1610612745,1610612758,18055,118,119,20,17,1174,202901,203591,118.0,119.0
347,0021900350,1610612762,1610612760,18306,90,104,16,20,2882,1151,1628953,89.1,102.0
348,0021900347,1610612749,1610612753,17385,110,101,19,18,2529,200834,1628954,105.8,98.1
349,0021900343,1610612754,1610612746,14644,99,110,21,16,200832,1830,1204,90.8,102.8
350,0021900348,1610612740,1610612765,13694,103,105,22,20,202049,2715,203177,101.0,104.0
351,0021900353,1610612755,1610612743,20591,97,92,15,14,1628172,1162,204058,100.0,94.8
352,0021900354,1610612748,1610612737,19600,135,121,17,23,1146,2002,201245,125.0,113.1
353,0021900355,1610612757,1610612752,19393,115,87,21,18,2530,204059,1627541,112.7,86.1
354,0021900352,1610612766,1610612764,10626,114,107,26,24,1628159,200833,2715,117.5,111.5
355,0021900366,1610612744,1610612752,18064,122,124,25,24,1628953,2882,1198,110.9,112.7
356,0021900361,1610612741,1610612737,15084,136,102,25,20,200833,1188,1179,125.9,96.2
357,0021900363,1610612756,1610612763,13254,108,115,20,28,202053,1155,1151,101.9,106.5
358,0021900360,1610612751,1610612766,15631,108,113,21,23,201246,1201,2529,113.7,118.9
359,0021900358,1610612753,1610612747,18846,87,96,17,17,202037,1628159,1174,92.6,103.2
360,0021900356,1610612739,1610612745,17122,110,116,15,14,1626302,201640,1628172,118.3,122.1
361,0021900364,1610612749,1610612740,17385,127,112,17,17,1627962,1199,200832,121.0,104.7
362,0021900357,1610612754,1610612738,15637,122,117,18,27,1627524,2003,1193,120.8,114.7
363,0021900365,1610612758,1610612760,16723,94,93,21,16,204059,2530,1627534,96.9,95.9
364,0021900362,1610612750,1610612762,12369,116,127,19,22,1628481,101283,201639,116.0,128.3
365,0021900359,1610612761,1610612746,20144,92,112,24,21,2714,203591,202007,91.1,109.8
366,0021900368,1610612759,1610612739,18354,109,117,21,22,202026,2715,1627541,99.1,108.3
367,0021900367,1610612738,1610612755,19156,109,115,25,19,2534,1627961,202041,117.2,123.7
368,0021900369,1610612765,1610612742,20064,111,122,16,21,203592,101284,202056,113.3,122.0
369,0021900370,1610612743,1610612757,18828,114,99,13,16,1626300,200834,1148,126.7,108.8
370,0021900372,1610612755,1610612740,20620,116,109,24,29,201245,1188,2714,116.0,109.0
371,0021900375,1610612741,1610612766,18377,73,83,20,16,1193,2004,202901,75.3,83.8
372,0021900371,1610612753,1610612745,16335,107,130,15,20,2003,203177,200832,117.6,142.9
373,0021900374,1610612748,1610612747,20013,110,113,21,23,204058,201640,203591,110.0,114.1
374,0021900379,1610612762,1610612744,18306,114,106,20,26,1155,204059,1146,115.2,108.2
375,0021900373,1610612737,1610612754,15121,100,110,20,21,201638,202027,1627963,94.3,103.8
376,0021900378,1610612758,1610612752,17583,101,103,18,18,1363,203593,1151,109.8,113.2
377,0021900377,1610612750,1610612746,17585,117,124,26,30,1626301,1626302,2529,108.3,113.8
378,0021900376,1610612763,1610612749,16109,114,127,26,21,1179,202049,1201,106.5,118.7
379,0021900382,1610612741,1610612746,18426,109,106,25,17,1628159,1148,201245,110.1,107.1
380,0021900380,1610612756,1610612759,20013,119,121,24,22,1830,2002,1627964,101.7,103.4
381,0021900386,1610612745,1610612765,18055,107,115,19,15,2530,1628954,101283,101.9,109.5
382,0021900385,1610612749,1610612739,17481,125,108,17,19,2148,200833,202901,123.8,105.9
383,0021900384,1610612742,1610612748,20333,118,122,27,18,1162,202035,200834,107.3,109.9
384,0021900387,1610612743,1610612760,19520,110,102,23,23,2715,1626301,202007,111.1,104.1
385,0021900381,1610612761,1610612751,19800,110,102,23,20,202026,1627961,202058,100.0,92.7
386,0021900383,1610612763,1610612764,15631,128,111,24,22,1626300,202041,1627962,120.8,102.8
387,0021900393,1610612744,1610612758,18064,79,100,17,20,1204,201639,1662,83.2,106.4
388,0021900391,1610612751,1610612755,17732,109,89,23,20,1628481,2882,2148,106.9,86.4
389,0021900389,1610612754,1610612766,16061,107,85,25,21,202053,202049,203177,109.2,86.7
390,0021900390,1610612737,1610612747,16962,96,101,27,24,2004,1201,2529,90.6,95.3
391,0021900392,1610612743,1610612752,18867,111,105,9,19,201638,1155,1146,119.4,114.1
392,0021900388,1610612740,1610612753,15388,119,130,21,15,202027,204058,203591,121.4,130.0
393,0021900400,1610612756,1610612757,14193,110,111,21,27,1363,201639,1626301,105.8,106.7
394,0021900396,1610612745,1610612759,18055,109,107,19,22,202035,1199,1193,98.2,98.2
395,0021900394,1610612765,1610612764,14632,119,133,19,27,201640,1627529,204058,120.2,134.3
396,0021900398,1610612749,1610612742,17727,116,120,23,23,202007,1628951,2714,111.5,115.4
397,0021900395,1610612761,1610612739,19800,133,113,19,15,1174,202053,1627962,133.0,114.1
398,0021900397,1610612763,1610612748,14021,118,111,20,26,1188,1198,202058,120.4,112.1
399,0021900399,1610612760,1610612741,18203,109,106,15,21,202056,1146,1626302,109.0,106.0
400,0021900403,1610612752,1610612737,18268,143,120,21,21,2003,2148,1628172,134.9,112.1
401,0021900406,1610612746,1610612756,19068,120,99,15,23,201638,1179,1155,113.2,93.4
402,0021900405,1610612762,1610612753,18306,109,102,16,18,1662,2534,200833,110.1,104.1
403,0021900402,1610612754,1610612747,17923,105,102,21,19,1628481,1626300,1148,111.7,109.7
404,0021900401,1610612766,1610612758,13229,110,102,18,22,203591,201245,202027,119.6,109.7
405,0021900404,1610612740,1610612751,15177,101,108,19,22,1204,202041,2002,94.4,100.9
406,0021900410,1610612755,1610612748,20715,104,108,17,14,203593,101284,202007,106.1,110.2
407,0021900407,1610612739,1610612766,17023,100,98,21,20,2882,200832,1627963,108.7,107.7
408,0021900408,1610612765,1610612761,15319,99,112,17,20,1198,1628953,1199,99.0,112.0
409,0021900415,1610612757,1610612744,19393,122,112,22,23,2534,200833,201638,118.4,109.8
410,0021900413,1610612742,1610612738,20181,103,109,20,21,202026,202056,1146,106.2,110.1
411,0021900414,1610612743,1610612753,18182,113,104,17,19,1193,1628159,201639,115.3,106.1
412,0021900411,1610612750,1610612740,12490,99,107,18,19,201246,2005,1174,98.0,104.9
413,0021900409,1610612764,1610612741,14987,109,110,20,24,1628954,2530,202053,100.0,100.9
414,0021900412,1610612760,1610612763,18203,126,122,16,25,1162,2002,1628951,122.3,117.3
415,0021900418,1610612759,1610612751,18354,118,105,19,21,1662,1151,1627524,112.4,99.1
416,0021900419,1610612746,1610612745,19068,117,122,24,20,202037,204058,201640,109.3,115.1
417,0021900417,1610612749,1610612747,18051,111,104,25,24,1830,201245,204059,113.3,107.2
418,0021900416,1610612737,1610612762,16739,106,111,27,17,1148,1204,202007,98.1,104.7
419,0021900425,1610612755,1610612742,20778,98,117,16,17,1155,1174,1198,97.0,114.7
420,0021900429,1610612744,1610612740,18064,106,102,24,19,1627964,1179,2534,101.9,98.1
421,0021900422,1610612738,1610612765,19156,114,93,19,16,1626301,202058,1626302,109.6,90.3
422,0021900420,1610612739,1610612763,19432,114,107,12,17,201246,202901,1146,115.2,105.9
423,0021900424,1610612748,1610612752,19704,129,114,22,25,2882,1627961,202053,127.7,114.0
424,0021900428,1610612757,1610612753,19393,118,103,24,16,201640,202037,202035,115.7,100.0
425,0021900421,1610612754,1610612758,14649,119,105,15,15,2005,101284,203593,122.7,109.4
426,0021900427,1610612743,1610612750,19520,109,100,22,15,202026,1162,1628951,111.2,103.1
427,0021900423,1610612761,1610612764,19800,122,118,25,28,203592,1628172,2148,113.0,110.3
428,0021900426,1610612760,1610612756,18203,126,108,23,29,1628159,202027,202049,128.6,110.2
429,0021900433,1610612755,1610612764,20529,125,108,26,21,2003,1627541,202058,121.4,106.9
430,0021900436,1610612759,1610612746,18354,109,134,20,19,203591,2002,2529,103.8,128.8
431,0021900434,1610612752,1610612749,18124,102,123,27,16,201637,2004,203592,94.4,115.0
432,0021900437,1610612756,1610612745,16061,125,139,18,23,203177,1162,202026,122.5,136.3
433,0021900431,1610612751,1610612737,16496,122,112,18,22,201245,1155,1199,110.9,102.8
434,0021900432,1610612765,1610612741,15948,107,119,20,13,1151,1204,201638,108.1,119.0
435,0021900438,1610612757,1610612750,19393,113,106,21,18,1188,1830,204058,108.7,101.0
436,0021900430,1610612766,1610612762,16187,107,114,25,27,202041,1626300,1627962,112.6,118.8
437,0021900435,1610612763,1610612758,15603,119,115,16,23,1148,202007,1628954,115.5,111.7
438,0021900443,1610612747,1610612743,18997,104,128,25,19,202027,201640,1627964,107.2,133.3
439,0021900440,1610612738,1610612766,19156,119,93,24,17,204059,201639,1627524,129.3,101.1
440,0021900441,1610612749,1610612754,18029,117,89,7,15,1628172,2534,201246,115.8,88.1
441,0021900439,1610612761,1610612742,19800,110,107,21,22,1626301,2530,2005,108.9,104.9
442,0021900442,1610612760,1610612746,18203,118,112,20,23,2148,203593,202053,115.7,110.9
443,0021900454,1610612744,1610612750,18064,113,104,27,18,202037,203177,201640,107.6,98.1
444,0021900447,1610612752,1610612764,19413,115,121,25,12,1148,202901,1662,115.0,121.0
445,0021900451,1610612756,1610612743,16041,111,113,19,24,2529,1188,204058,109.9,111.9
446,0021900448,1610612753,1610612741,18846,103,95,15,17,2882,101283,1627963,102.0,96.0
447,0021900444,1610612739,1610612737,18007,121,118,16,20,1198,1626301,202041,109.0,104.4
448,0021900449,1610612748,1610612762,19890,107,104,16,21,202049,2003,201638,105.9,104.0
449,0021900445,1610612765,1610612755,16476,109,125,14,21,2530,201246,1627524,112.4,127.6
450,0021900452,1610612757,1610612740,19499,94,102,17,19,202026,1628951,1162,93.1,103.0
451,0021900446,1610612754,1610612761,17164,120,115,22,22,1155,1151,203591,113.2,108.5
452,0021900453,1610612758,1610612745,17583,104,113,24,22,1830,1193,1627964,102.0,109.7
453,0021900450,1610612763,1610612759,16776,115,145,19,14,201245,1199,1628953,110.6,138.1
454,0021900456,1610612755,1610612749,21028,121,109,12,15,1146,1626302,2002,124.7,111.2
455,0021900457,1610612744,1610612745,18064,116,104,18,25,203592,2529,2714,111.5,100.0
456,0021900458,1610612747,1610612746,18997,106,111,23,17,200834,1162,1193,105.0,111.0
457,0021900459,1610612743,1610612740,19520,100,112,15,14,201245,202058,1830,103.1,114.3
458,0021900455,1610612761,1610612738,19800,102,118,13,22,1198,101284,2004,102.0,118.0
459,0021900461,1610612751,1610612752,17732,82,94,19,27,2534,1627962,202007,82.0,94.0
460,0021900460,1610612765,1610612764,17188,132,102,23,25,101284,1627519,204059,133.3,103.0
461,0021900465,1610612762,1610612757,18306,121,115,18,21,202027,2882,203592,127.4,119.8
462,0021900464,1610612758,1610612750,17583,104,105,23,20,2714,202901,200834,90.4,90.5
463,0021900463,1610612742,1610612759,20427,102,98,11,16,2715,1627524,200833,102.0,99.0
464,0021900462,1610612760,1610612763,18203,97,110,14,14,1204,1179,200832,100.0,112.2
465,0021900471,1610612744,1610612756,18064,105,96,17,21,202058,1627963,2003,102.9,94.1
466,0021900466,1610612738,1610612739,19156,129,117,23,17,202035,1626300,201640,127.7,115.8
467,0021900468,1610612753,1610612755,17311,98,97,21,22,1627964,202026,202049,96.1,95.1
468,0021900470,1610612748,1610612754,19767,113,112,12,16,1626302,1627534,2530,116.5,115.5
469,0021900469,1610612737,1610612749,17358,86,112,18,13,1155,201639,202037,80.4,103.7
470,0021900467,1610612766,1610612760,18418,102,104,27,23,2002,2004,202056,97.1,99.0
471,0021900482,1610612744,1610612742,18064,121,141,19,17,200834,1199,1628172,115.2,134.3
472,0021900481,1610612759,1610612765,18524,136,109,20,15,202007,1628951,1179,133.3,106.9
473,0021900477,1610612741,1610612737,21496,116,81,15,16,202027,2002,1628953,116.0,80.2
474,0021900473,1610612738,1610612761,19156,97,113,17,32,1627962,1146,201245,98.0,114.1
475,0021900485,1610612746,1610612762,19068,107,120,18,20,1148,200832,1627963,110.3,123.7
476,0021900478,1610612745,1610612751,18306,108,98,15,15,1627541,1626302,2715,105.9,95.1
477,0021900475,1610612748,1610612755,19865,117,116,21,24,2005,203591,201639,112.5,111.5
478,0021900484,1610612757,1610612747,19960,120,128,22,25,202901,2003,202058,118.8,126.7
479,0021900480,1610612749,1610612753,17920,111,100,13,17,204058,1151,1626301,109.9,99.0
480,0021900483,1610612758,1610612756,17583,110,112,16,21,201246,203592,2148,113.4,114.3
481,0021900479,1610612750,1610612739,15411,88,94,29,21,101283,202053,1204,84.6,90.4
482,0021900472,1610612743,1610612763,19697,119,110,20,24,203593,202041,2882,117.8,108.9
483,0021900476,1610612764,1610612752,19033,100,107,22,25,1155,202026,202049,95.2,100.9
484,0021900474,1610612740,1610612754,15391,120,98,18,16,1193,200833,2714,115.4,94.2
485,0021900490,1610612747,1610612742,18997,108,95,23,23,200832,203593,202041,106.9,94.1
486,0021900489,1610612743,1610612758,19520,120,115,18,26,1201,101283,204059,125.0,119.8
487,0021900486,1610612761,1610612760,19800,97,98,20,14,1662,2529,202035,102.1,103.2
488,0021900487,1610612763,1610612766,16842,117,104,20,19,201640,202037,1627534,117.0,103.0
489,0021900488,1610612740,1610612745,17712,127,112,17,16,202007,2004,1627961,128.3,114.3
490,0021900493,1610612741,1610612749,21954,102,123,20,17,1627964,203591,2530,98.1,120.6
491,0021900491,1610612753,1610612737,17784,93,101,17,20,1627961,2715,1626302,94.9,104.1
492,0021900496,1610612757,1610612756,19896,116,122,19,17,202053,1628172,1148,117.2,124.5
493,0021900495,1610612762,1610612765,18306,104,81,21,20,202901,200834,1199,109.5,84.4
494,0021900494,1610612750,1610612751,15824,122,115,22,25,200833,1151,203592,102.5,97.5
495,0021900492,1610612764,1610612748,20476,123,105,27,22,1628481,202027,1162,125.5,107.1
496,0021900502,1610612759,1610612744,18354,117,113,18,14,1627534,202026,2882,115.8,110.8
497,0021900501,1610612745,1610612743,18055,130,104,17,22,201640,202056,1662,130.0,105.1
498,0021900498,1610612754,1610612755,17923,115,97,16,22,1201,101283,2529,119.8,102.1
499,0021900499,1610612758,1610612746,16231,87,105,23,17,1204,202037,202041,92.6,112.9
500,0021900497,1610612766,1610612738,19216,92,109,16,16,1628953,204058,2148,94.8,112.4
501,0021900500,1610612761,1610612739,19800,117,97,15,19,201638,1628954,201639,123.2,100.0
502,0021900503,1610612760,1610612742,18203,106,101,21,24,101284,203177,204059,110.4,103.1
503,0021900507,1610612747,1610612756,18997,117,107,17,28,201246,1628159,1199,115.8,105.9
504,0021900505,1610612752,1610612757,19812,117,93,14,11,1174,1193,1628951,117.0,93.9
505,0021900506,1610612749,1610612750,17819,106,104,22,25,202007,1627963,1148,102.9,99.0
506,0021900504,1610612764,1610612753,14921,101,122,23,21,2005,1627962,2004,98.1,117.3
507,0021900514,1610612759,1610612760,18354,103,109,22,14,201638,1627964,202041,113.2,117.2
508,0021900511,1610612741,1610612762,19398,98,102,15,17,1201,101283,202058,104.3,108.5
